year;month;area;uf;className;numPol
2024/2025;7.0;11.14;AM;CICATRIZ_DE_QUEIMADA;41.0
2024/2025;7.0;68.89;AM;CS_DESORDENADO;8.0
2024/2025;7.0;12.02;AM;CS_GEOMETRICO;7.0
2024/2025;7.0;68.2;AM;DEGRADACAO;152.0
2024/2025;7.0;149.63;AM;DESMATAMENTO_CR;688.0
2024/2025;7.0;5.61;AM;DESMATAMENTO_VEG;21.0
2024/2025;7.0;2.2;AM;MINERACAO;23.0
2024/2025;7.0;0.08;AP;DEGRADACAO;1.0
2024/2025;7.0;0.52;AP;DESMATAMENTO_CR;3.0
2024/2025;7.0;0.16;AP;MINERACAO;2.0
2024/2025;7.0;48.28;MA;CICATRIZ_DE_QUEIMADA;20.0
2024/2025;7.0;0.92;MA;DEGRADACAO;2.0
2024/2025;7.0;5.15;MA;DESMATAMENTO_CR;33.0
2024/2025;7.0;70.19;MT;CICATRIZ_DE_QUEIMADA;59.0
2024/2025;7.0;96.63;MT;CS_DESORDENADO;44.0
2024/2025;7.0;595.19;MT;CS_GEOMETRICO;185.0
2024/2025;7.0;178.9;MT;DEGRADACAO;173.0
2024/2025;7.0;106.79;MT;DESMATAMENTO_CR;310.0
2024/2025;7.0;10.18;MT;DESMATAMENTO_VEG;22.0
2024/2025;7.0;1.74;MT;MINERACAO;22.0
2024/2025;7.0;254.02;PA;CICATRIZ_DE_QUEIMADA;228.0
2024/2025;7.0;16.26;PA;CS_DESORDENADO;6.0
2024/2025;7.0;24.14;PA;CS_GEOMETRICO;17.0
2024/2025;7.0;210.24;PA;DEGRADACAO;282.0
2024/2025;7.0;151.4;PA;DESMATAMENTO_CR;656.0
2024/2025;7.0;26.12;PA;DESMATAMENTO_VEG;63.0
2024/2025;7.0;4.77;PA;MINERACAO;62.0
2024/2025;7.0;23.83;RO;CICATRIZ_DE_QUEIMADA;36.0
2024/2025;7.0;26.57;RO;CS_DESORDENADO;7.0
2024/2025;7.0;11.56;RO;CS_GEOMETRICO;5.0
2024/2025;7.0;18.18;RO;DEGRADACAO;26.0
2024/2025;7.0;32.81;RO;DESMATAMENTO_CR;156.0
2024/2025;7.0;1.86;RO;DESMATAMENTO_VEG;4.0
2024/2025;7.0;0.3;RO;MINERACAO;3.0
2024/2025;7.0;3.73;RR;DEGRADACAO;11.0
2024/2025;7.0;8.85;RR;DESMATAMENTO_CR;48.0
2024/2025;7.0;0.34;RR;DESMATAMENTO_VEG;2.0
2024/2025;7.0;0.39;TO;DESMATAMENTO_CR;3.0
2024/2025;7.0;0.57;TO;DESMATAMENTO_VEG;1.0
2025/2026;8.0;0.36;AC;CICATRIZ_DE_QUEIMADA;3.0
2025/2026;8.0;81.66;AC;CS_DESORDENADO;45.0
2025/2026;8.0;2.89;AC;DEGRADACAO;21.0
2025/2026;8.0;31.46;AC;DESMATAMENTO_CR;315.0
2025/2026;8.0;0.57;AC;DESMATAMENTO_VEG;5.0
2025/2026;8.0;5.42;AM;CICATRIZ_DE_QUEIMADA;29.0
2025/2026;8.0;35.45;AM;CS_DESORDENADO;14.0
2025/2026;8.0;5.23;AM;CS_GEOMETRICO;4.0
2025/2026;8.0;25.75;AM;DEGRADACAO;65.0
2025/2026;8.0;69.2;AM;DESMATAMENTO_CR;380.0
2025/2026;8.0;0.74;AM;DESMATAMENTO_VEG;5.0
2025/2026;8.0;0.74;AM;MINERACAO;8.0
2025/2026;8.0;2.24;AP;MINERACAO;22.0
2025/2026;8.0;5.25;MA;DEGRADACAO;7.0
2025/2026;8.0;3.97;MA;DESMATAMENTO_CR;19.0
2025/2026;8.0;0.29;MA;DESMATAMENTO_VEG;1.0
2025/2026;8.0;64.3;MT;CICATRIZ_DE_QUEIMADA;102.0
2025/2026;8.0;115.18;MT;CS_DESORDENADO;48.0
2025/2026;8.0;253.01;MT;CS_GEOMETRICO;104.0
2025/2026;8.0;115.09;MT;DEGRADACAO;161.0
2025/2026;8.0;96.13;MT;DESMATAMENTO_CR;273.0
2025/2026;8.0;1.44;MT;DESMATAMENTO_VEG;2.0
2025/2026;8.0;0.92;MT;MINERACAO;11.0
2025/2026;8.0;54.43;PA;CICATRIZ_DE_QUEIMADA;69.0
2025/2026;8.0;34.58;PA;CS_DESORDENADO;26.0
2025/2026;8.0;49.55;PA;CS_GEOMETRICO;13.0
2025/2026;8.0;120.64;PA;DEGRADACAO;161.0
2025/2026;8.0;66.12;PA;DESMATAMENTO_CR;379.0
2025/2026;8.0;3.75;PA;DESMATAMENTO_VEG;24.0
2025/2026;8.0;4.12;PA;MINERACAO;52.0
2025/2026;8.0;8.3;RO;CICATRIZ_DE_QUEIMADA;9.0
2025/2026;8.0;22.33;RO;CS_DESORDENADO;12.0
2025/2026;8.0;7.87;RO;CS_GEOMETRICO;5.0
2025/2026;8.0;11.76;RO;DEGRADACAO;25.0
2025/2026;8.0;18.26;RO;DESMATAMENTO_CR;110.0
2025/2026;8.0;0.61;RO;DESMATAMENTO_VEG;3.0
2025/2026;8.0;0.11;RO;MINERACAO;2.0
2025/2026;8.0;0.25;RR;CICATRIZ_DE_QUEIMADA;1.0
2025/2026;8.0;8.07;RR;CS_DESORDENADO;6.0
2025/2026;8.0;23.46;RR;DEGRADACAO;38.0
2025/2026;8.0;18.58;RR;DESMATAMENTO_CR;72.0
2025/2026;8.0;0.92;TO;CICATRIZ_DE_QUEIMADA;2.0
2025/2026;8.0;0.07;TO;DESMATAMENTO_CR;1.0
2025/2026;9.0;1.4;AC;CS_DESORDENADO;4.0
2025/2026;9.0;0.5;AC;DEGRADACAO;4.0
2025/2026;9.0;8.59;AC;DESMATAMENTO_CR;77.0
2025/2026;9.0;0.01;AC;DESMATAMENTO_VEG;1.0
2025/2026;9.0;6.99;AM;CICATRIZ_DE_QUEIMADA;22.0
2025/2026;9.0;8.73;AM;CS_GEOMETRICO;3.0
2025/2026;9.0;11.02;AM;DEGRADACAO;26.0
2025/2026;9.0;29.73;AM;DESMATAMENTO_CR;173.0
2025/2026;9.0;0.92;AM;DESMATAMENTO_VEG;4.0
2025/2026;9.0;0.44;AM;MINERACAO;4.0
2025/2026;9.0;4.46;AP;CICATRIZ_DE_QUEIMADA;3.0
2025/2026;9.0;0.21;AP;DESMATAMENTO_CR;2.0
2025/2026;9.0;2.89;AP;MINERACAO;31.0
2025/2026;9.0;1.01;MA;CICATRIZ_DE_QUEIMADA;2.0
2025/2026;9.0;4.38;MA;DESMATAMENTO_CR;33.0
2025/2026;9.0;0.57;MA;DESMATAMENTO_VEG;4.0
2025/2026;9.0;326.45;MT;CICATRIZ_DE_QUEIMADA;264.0
2025/2026;9.0;34.44;MT;CS_DESORDENADO;11.0
2025/2026;9.0;68.56;MT;CS_GEOMETRICO;24.0
2025/2026;9.0;85.89;MT;DEGRADACAO;87.0
2025/2026;9.0;72.69;MT;DESMATAMENTO_CR;176.0
2025/2026;9.0;0.12;MT;DESMATAMENTO_VEG;1.0
2025/2026;9.0;179.46;PA;CICATRIZ_DE_QUEIMADA;108.0
2025/2026;9.0;50.31;PA;CS_DESORDENADO;22.0
2025/2026;9.0;40.24;PA;CS_GEOMETRICO;17.0
2025/2026;9.0;165.44;PA;DEGRADACAO;137.0
2025/2026;9.0;78.23;PA;DESMATAMENTO_CR;447.0
2025/2026;9.0;6.91;PA;DESMATAMENTO_VEG;27.0
2025/2026;9.0;1.29;PA;MINERACAO;15.0
2025/2026;9.0;9.3;RO;CICATRIZ_DE_QUEIMADA;26.0
2025/2026;9.0;11.03;RO;CS_DESORDENADO;9.0
2025/2026;9.0;3.56;RO;CS_GEOMETRICO;4.0
2025/2026;9.0;14.83;RO;DEGRADACAO;22.0
2025/2026;9.0;16.26;RO;DESMATAMENTO_CR;100.0
2025/2026;9.0;0.18;RO;DESMATAMENTO_VEG;1.0
2025/2026;9.0;0.29;RR;CS_DESORDENADO;1.0
2025/2026;9.0;1.3;RR;CS_GEOMETRICO;1.0
2025/2026;9.0;1.95;RR;DEGRADACAO;7.0
2025/2026;9.0;15.73;RR;DESMATAMENTO_CR;57.0
2025/2026;9.0;1.24;RR;DESMATAMENTO_VEG;4.0
2025/2026;9.0;10.55;TO;CICATRIZ_DE_QUEIMADA;10.0
2025/2026;9.0;0.97;TO;DESMATAMENTO_CR;5.0
